회사명,제목,링크,지역,경력,학력,고용형태,마감일,직무분야,기타정보
(주)기영에프앤비,[4.5일제] 기영에프앤비 운영기획팀장 신규 채용모집 (차장이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49455863&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,서울 강남구,경력10년↑,학력무관,정규직,~ 11/30(토),"영업, 영업관리, 거래처관리, 가맹점영업, 매출관리 외                    등록일 24/11/22",마케팅·홍보·조사 스크랩 급상승
(주)열린인,[(주)열린인] 인테리어팀 신입 및 경력 디자이너 채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49281070&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,서울 노원구,경력무관,학력무관,정규직,오늘마감,"건축디자인, 공간디자인, 실내디자인, 인테리어, 설계·CAD 등록일 24/10/28",인기있는
365바른치과 창원대방점,[365바른치과 창원대방점]진료실고연차 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49438331&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,경남 창원시,경력5년↑,학력무관,정규직,채용시,"치과위생사, 치과, 치과 등록일 24/11/20",의료 지원 급상승
라온프라이빗타운,[라온프라이빗타운] 시설관리 근무자 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49316593&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,제주 제주시,경력,고졸↑,정규직,~ 12/01(일),"기계기사, 전기기사, 소방/방재, 시설관리, 영선 외                    수정일 24/11/22",인기있는
케이앤케이컴퍼니(knkcompany),디자인/기획/SNS 디자이너 채용 모집합니다 외식업을 곁들인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49467340&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=b9a2e2ea-80a3-42ff-8355-feb783c7b12c,경기 수원시 팔달구,경력무관,학력무관,정규직,~ 12/25(수),"광고디자인, 그래픽디자인, 브랜드디자인, BX디자인, 명함 외                    등록일 24/11/25",
(재)서울특별시50플러스재단,2024년 제4차 직원채용 모집공고(홍보·행정),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49480599&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,서울 광진구,경력무관,학력무관,계약직,~ 12/06(금),"콘텐츠기획, 기업홍보, 콘텐츠마케팅, 홍보 수정일 24/11/27",
에스앤에스아이앤씨(주),INC 2공장 총무팀(인사·총무) 팀원급 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49433892&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,충남 보령시,경력 1~15년,초대졸↑,정규직,~ 12/20(금),"채용담당자, 인사, 총무, 전표입력, 회계 외                    수정일 24/11/20",평균연봉 상위 10%
(주)삼우코리아,(주)삼우코리아 인사총무 신입사원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49252379&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,충남 당진시,경력무관,대졸↑,정규직,~ 12/22(일),"인사, HRM, 총무, 비품관리, 서류관리 외                    등록일 24/10/23",점심지원
(주)삼우코리아,(주)삼우코리아 국내 기술영업 신입사원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49438382&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,충남 당진시,경력무관,고졸↑,정규직,~ 01/19(일),"인사, 인사기획, 총무, 인사교육, 영업 외                    등록일 24/11/20",점심지원
(주)싸이맥스,인지그룹 기획조정본부 HRD담당(팀원) 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49329966&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경기 과천시,경력 8~15년,대졸↑,정규직,~ 12/04(수),"인사기획, HRM, 조직문화, 인사교육, HR컨설팅 외                    등록일 24/11/04","평균연봉 6,000 이상"
(주)삼익,(주)삼익 - 제주 연동 건물 시설관리 직원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49478632&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,제주 제주시,경력무관,학력무관,정규직,~ 12/27(금),"시설관리, 아웃소싱 등록일 24/11/27",오늘 뜬
(주)대흥정보,[대흥정보] 통합주차시스템 유지보수 분야별 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49358085&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,서울 영등포구,신입·경력,초대졸↑,정규직·계약직,~ 01/07(화),"고객관리, 유지보수, SI개발, PM(프로젝트매니저), 사업관리 외                    수정일 24/11/08",IT개발·데이터 조회 급상승
(주)유벡,"플랜트사업부 현장관리직 채용모집(공사,품질(ISO),관리)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49205322&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,울산 남구,경력무관,고졸↑,정규직,~ 12/15(일),"건설관리, 플랜트 등록일 24/10/16",건설·건축 조회 급상승
(주)피플웍스,개발실 개발인원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49338246&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경북 구미시,신입·경력,초대졸↑,정규직,~ 12/05(목),"시스템설계, 전장설계, 전기설계, 회로설계, 펌웨어 외                    수정일 24/11/14",
(주)에코비트워터,에코비트워터 논산사업소 환경 및 공무 분야 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49148155&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,충남 논산시,경력무관,학력무관,정규직,~ 12/06(금),"수질환경기사, 공무, 환경, 수질환경 수정일 24/10/11",점심지원
아이티사이언스(주),아이티사이언스(주) 창원사업장 기술센터 생산기술업무 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49344085&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경남 창원시,신입·경력,초대졸↑,정규직,채용시,"회로설계, FPGA, AutoCAD, OrCAD, VHDL 외                    등록일 24/11/06",프리한 복장
(주)현대제이콤,품질관리실 완성검사 정규직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49374037&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경기 성남시 중원구,신입·경력,초대졸↑,정규직,~ 12/11(수),"품질검사원, 품질관리, 전자 등록일 24/11/11",워라밸
성진수산(주),냉동창고 입출고관리 현장직원 채용모집(경력자우대),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49379637&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,부산 서구,경력무관,학력무관,정규직·기간제,~ 12/11(수),"물류관리, 자재관리, 재고관리, 창고관리, 배차관리 외                    등록일 24/11/11",프리한 복장
중앙하이텔(주),삼성전자(주) 평택 캠퍼스 구내통신 유지보수 담당업무 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49405647&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경기 평택시,경력무관,학력무관,정규직,채용시,"유지보수, 네트워크, 정보통신, 케이블설치, 통신공사 외                    수정일 24/11/25",워라밸
대일개발(주),폐기물소각업체 암롤트럭 운전기사 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49431726&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경기 안산시 단원구,경력3년↑,학력무관,계약직,~ 12/20(금),"화물차(카고), 특수차량, 탱크로리, 집게차, 폐기물처리 등록일 24/11/19",평균연봉 상위 10%
(주)인터엠,(주)인터엠 설계팀 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49165190&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,서울 도봉구,경력무관,초대졸↑,정규직,채용시,"제품설계, 시스템설계, AutoCAD, 전기, 전자 등록일 24/10/10",점심지원
(주)신흥정기,현장직 채용 모집공고(도금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49350440&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,부산 사하구,경력무관,학력무관,정규직,~ 12/06(금),"도장/도금/도색, 자동차부품 등록일 24/11/06",평균연봉 상위 10%
(주)인터엠,(주)인터엠 해외사업실 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49417199&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,서울 도봉구,경력3년↑,대졸↑,정규직,~ 12/18(수),"영업, 매출관리, 해외시장개척, 해외영업, 수출입 외                    등록일 24/11/18",점심지원
(주)인터엠,(주)인터엠 연구소 S/W개발자 경력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49429161&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,서울 도봉구,경력무관,초대졸↑,정규직,~ 12/19(목),"임베디드, API, Ajax, C++, Java 외                    등록일 24/11/19",점심지원
(주)아이엠티,자동화 설비 설계/제작/설치/시운전 엔지니어 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49162970&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,세종특별자치시,경력무관,학력무관,정규직,~ 12/09(월),"자동화설계, 생산자동화, CAD, SI·시스템통합, 시스템관리 외                    등록일 24/10/10",재택근무
(주)바이오넷,(주)바이오넷 연구본부 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49241703&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,서울 구로구,경력7년↑,대졸↑,정규직,~ 12/20(금),"앱개발, H/W, S/W, C언어, Java 외                    수정일 24/11/22",생산 지원 급상승
(주)세창산업,기구물 용접원 채용 모집 (경력무관),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49310152&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경기 이천시,경력무관,학력무관,정규직,~ 11/30(토),"용접원, 제관사, 배관용접, 아크용접, 알곤용접 외                    수정일 24/10/31",점심지원
(주)유승종합건설,(주)유승종합건설 본사 공무팀(건축공사담당) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49315936&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,인천 남동구,경력5년↑,학력무관,정규직,채용시,"공무, 아파트건축, 건설회사, 토목회사, 건축 등록일 24/11/01",연봉상승률 10% 이상
디에이치케이솔루션㈜,글로벌팀(일본) 해외영업 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49341742&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경기 성남시 분당구,신입·경력,학력무관,정규직,~ 12/05(목),"영업, 해외영업, 해외영업관리, 기술엔지니어, 반도체 외                    수정일 24/11/05",평균연봉 상위 10%
(주)담터에프엔비,[서울] 이커머스 영업관리자 채용 모집(신입),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49381919&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,서울 서초구,신입,대졸↑,정규직,~ 12/12(목),"영업관리, 거래처관리, 매출관리, 식품/음료영업, 온라인MD 외                    등록일 24/11/12",상품기획·MD 지원 급상승
(주)다윈프릭션,항공기계 연구인력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49426491&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,인천 남동구,경력3년↑,대졸↑,정규직,~ 11/29(금),"기계설계, 제조, 메카트로닉스, 항공기, 항공 등록일 24/11/19",평균연봉 상위 10%
이에프코리아(주),2024년 생산기술(TPM) 신입/경력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49154268&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경기 파주시,경력 3~15년,고졸↑,정규직,~ 12/07(토),"공정엔지니어, 기술엔지니어, 설계엔지니어, 공정설계, 자동화설계 외                    수정일 24/11/13",스타트업
(주)서한,건설사 입찰업무 경력직 팀장채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49150932&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,대구 수성구,경력10년↑,대졸↑,정규직,채용시,"CM(건설사업관리), 건설관리, 건설노무, 건설회사, 시공사 외                    등록일 24/10/08",연봉상승률 20% 이상
(주)다정,(주)다정 2024년 인재 채용 모집 (공무),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49218119&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경기 포천시,경력,학력무관,정규직,채용시,"기계조작원, 기술엔지니어, 설비보수, 전기설비, 제조 외                    수정일 24/10/22",워라밸
창조산업(주),[창조산업] 생산직(오퍼레이터) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49430826&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,충북 음성군,경력무관,초대졸↑,정규직,~ 11/29(금),"생산, 제조, 화학, 화공, 폴리머 등록일 24/11/19",성과급/상여금
(주)백광테크,CS팀 품질파트 팀원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49291206&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,대구 북구,신입,학력무관,정규직,내일마감,"외관검사원, 품질검사원, 품질분석, 품질관리, 품질보증 외                    등록일 24/10/29",성과급/상여금
하이오아시스(주),"매송휴게소 위생사(사원, 주임급) 채용 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49414439&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경기 화성시,신입·경력,초대졸↑,정규직,~ 12/17(화),"위생사, 위생, 음식료 등록일 24/11/17",성과급/상여금
(주)신호시스템,계측팀 경력직 (Labview) 채용 모집 [복지좋음],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49393675&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경기 성남시 중원구,신입·경력,초대졸↑,정규직,~ 12/16(월),"SE(시스템엔지니어), SI개발, LabVIEW, Swift, VisualBasic 외                    수정일 24/11/17",취업축하금
성진코퍼레이션(주),전기/전기공사기사 채용모집 (PLC 사용가능자 우대),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49170326&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,충북 청주시 서원구,경력,초대졸↑,정규직,~ 12/09(월),"자동제어, 전기제어, PLC, 전기기사, 전기시공 외                    수정일 24/11/14",생산 조회 급상승
라인테크닉스(주),"품질경영부 정규직 채용 모집(품질관리 부서원, 사세 확장)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49418119&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경기 안산시 단원구,경력10년↑,학력무관,정규직,~ 12/09(월),"품질검사원, QA, QC, 품질관리, 금속 수정일 24/11/18",급성장중
(주)프로이천,(코스닥상장업체)천안 기구설계 인력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49434879&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,충남 천안시 서북구,신입·경력,초대졸↑,정규직,~ 01/19(일),"기계설계, 기구설계, 반도체, CAD, CAM 외                    수정일 24/11/25",장기근속 포상
(주)올가코리아,판촉물 제품 인쇄 편집디자이너 직원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49237294&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,대구 서구,경력1년↑,고졸↑,정규직,~ 12/20(금),"웹디자인, 편집디자인, 명함, 현수막, 일러스트 외                    등록일 24/10/21",급성장중
(주)올가코리아,판촉물 제품 인쇄 편집디자이너 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49234651&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,대구 서구,경력1년↑,고졸↑,정규직,~ 12/20(금),"웹디자인, 편집디자인, 명함, 현수막, 일러스트 외                    등록일 24/10/21",급성장중
한국우에무라(주),[한국우에무라] 기술영업부문 신입사원 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49377236&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경기 화성시,신입,대졸↑,정규직,채용시,"영업, 영업관리, 영업직, 고객관리, 석유화학 외                    등록일 24/11/11",연봉상승률 20% 이상
(주)정우푸드,[정우푸드] 본사 운영관리자 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49479820&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,서울 서초구,경력10년↑,학력무관,정규직,~ 12/27(금),"급식소, 구내식당 등록일 24/11/27",오늘 뜬
(주)골든크라운,대구 카지노 테이블 게임 운영자(딜러) 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49202257&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,대구 수성구,경력무관,학력무관,정규직,채용시,"카지노, 카지노 등록일 24/10/15",서비스 스크랩 급상승
우일건설(주),인천 검단 신축공사 채용모집(경력직),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49252265&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,인천 서구,경력3년↑,학력무관,정규직,채용시,"공무, 토목건축, 품질관리자, 기계설비, 토목회사 등록일 24/10/23",연봉상승률 10% 이상
(주)그루빅건설,[토목공사] 건설(현장) 안전관리자 경력직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49352383&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경남 김해시,경력3년↑,고졸↑,정규직,채용시,"안전관리자, 안전보건관리자, 토목공사, 토목회사 수정일 24/11/07",평균연봉 상위 10%
(재)부천산업진흥원,부천산업진흥원 계약직원 채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49451237&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경기 부천시,경력무관,초대졸↑,계약직,~ 12/05(목),"문서작성, 사무행정, 공공기관 등록일 24/11/22",연봉상승률 10% 이상
(주)포듀,(주)포듀 - 출하팀 정규직 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49306512&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,전북 익산시,경력무관,학력무관,정규직,~ 11/30(토),"재고관리, 입고/입하, 출고/출하, 식품가공 등록일 24/10/31",급성장중
(주)포듀,(주)포듀 - 공무팀 정규직 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49306534&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,전북 익산시,경력,학력무관,정규직,~ 11/30(토),"공무, 공조냉동기사, 전기기사, 식품가공 등록일 24/10/31",급성장중
(주)맨지온,3D 설계 연구직원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49248582&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경기 화성시,경력무관,초대졸↑,정규직,채용시,"금형설계, 기계설계, 기구설계, CAD, CAM 외                    수정일 24/10/22",생산 지원 급상승
(주)도우인시스,(주)도우인시스 ERP담당자 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49440604&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,충북 청주시 흥덕구,경력 4~8년,초대졸↑,정규직,~ 12/20(금),"웹개발, 유지보수, C#, Java, MSSQL 외                    등록일 24/11/20",IT개발·데이터 스크랩 급상승
(주)나인브릿지,정규직 바리스타 채용 모집 [카페 운중동],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49291617&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경기 성남시 분당구,경력3년↑,고졸↑,정규직,오늘마감,"바리스타, 제과/제빵사, 주방보조, 카페매니저, 홀매니저 외                    수정일 24/10/29",취업축하금
(주)잇츠비솔루션,IT 보안솔루션 엔지니어 신입/경력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49383653&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,서울 영등포구,경력무관,학력무관,정규직,~ 12/12(목),"보안컨설팅, 정보보안, 모의해킹, 방화벽, 악성코드 외                    등록일 24/11/12",급성장중
(주)사운드포,방화문(유리방화문) 사무직 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49292304&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=4b30f616-278a-4eee-87a7-0534bc8f738b,경기 안산시 상록구,경력무관,초대졸↑,정규직,내일마감,"사무직, AutoCAD, 창호/샤시, CAD, 문서작성 외                    등록일 24/10/29",연봉상승률 10% 이상
